Code Client,Intitulé,Tél 1,Tél 2,Profession,Société,Mail,Adresse
41120864,LIB YOUSRI ENNAJEH KHNISS,98.504 361,73. 537 914,MR AMARA 95 819915,LIB YOUSRI ENNAJEH KHNISS,,KHNISS
41120865,LIB ETTAHRIR MSAKEN,73 259 910,,,LIB ETTAHRIR MSAKEN,,MEJDOUB HABIB -M SEK
41120866,LIB SAMI ZAOUIET KONTECH,9653309,97.368 937,MONIA,LIB SAMI ZAOUIET KONTECH,,ZAOUIET KONTECH
41120867,LIB ADEL GUENADA,95.988.630,,MR TAIEB BEL HAJ MOHAMED,LIB ADEL GUENADA,,GUENADA
41120868,LIB ENNOUR BIR ETTAIEB,,,,LIB ENNOUR BIR ETTAIEB,,BIR ETTAEB
41120869,LIB WIEM EL MOULA GAFSA,98 643 686,93.737133,NOURDDINE CHOKRI,LIB WIEM EL MOULA GAFSA,,EL MOULA N 3 GAFSA 2100
41120870,LIB ALADIN GAFSA,,,,LIB ALADIN GAFSA,,RUE GABES CYTE EL HA
41120871,LIB EL BADAR GAFSA,,,,LIB EL BADAR GAFSA,,CITY ESSOUROUR GAFSA
41120872,LIB IMEN TEBOULBA,97 557 441,73 495 081,NOUIRA MONCEF,LIB IMEN TEBOULBA,,RUE 7 MOVENBRE  TEBOULBA
41120873,LIB EL FAOUZ SNED,,,ABDERRAZAK CHOKRI,LIB EL FAOUZ SNED,,SNED
41120874,LIB ICHRAK CITE ESSOUROUR,,,,LIB ICHRAK CITE ESSOUROUR,,GAFSA
41120875,LIB EL EMTIAZ ECHABBA,98408372,73.495081,98.408372 CHOKRI HMIDA,LIB EL EMTIAZ ECHABBA,,ECHABBA
41120877,LIB EL WATAN GAFSA,97028121,21291721,ABDERRAZAK CHOKRI 21 352 267/26432001,LIB EL WATAN GAFSA,24 23 90 26,GAFSA 23.175891
41120878,LIB ENNOUR GAFSA,98 927 502,76 220 521,MR ABDERRAZAK GUETIF,LIB ENNOUR GAFSA,,PLACE 7 NOVEMBRE 2100 GAFSA
41120879,LIB EZZEHOUR JEMMEL,97 321 050,,HOUDA ESSAADI,LIB EZZEHOUR JEMMEL,,CITY EZZEHOUR JEMMEL
41120880,LIB ECHOUROUK FERIANA,26389170,77.440513,MOSTARI SAADAOUI 26 389 170 77.441011,LIB ECHOUROUK FERIANA,,FERIANA
41120881,LIB AJILI ZAGHOUAN,98.225 710,,,LIB AJILI ZAGHOUAN,,ZAGHOUAN
41120882,LIB EZZET EL MDHILLA GAFSA,20310138,20.310138,RIDHA RABBEH,LIB EZZET EL MDHILLA GAFSA,,GAFSA
41120883,LIB ECHEROUK BENI HASSEN,97 293 494,,MR HOUASS ABDERRAHMEN,LIB ECHEROUK BENI HASSEN,,RUE FARHAT HACHED BENI HASSEN
41120884,***LIB LA CULTURE FOUSSANA,,,,***LIB LA CULTURE FOUSSANA,,FOUSSANA
41120885,LIB EL BIAA DOUZ,23 488 987,75 474 898,MR MOHAMED,LIB EL BIAA DOUZ,,DOUZ
41120886,LIB ECHABEB SAHLINE,73424828,97567713,NAJEH SOUIDI,LIB ECHABEB SAHLINE,,AV.ALI BOURGUIBA 501SAHLINE
41120887,LIB EL HOUDA AMIRA TOUAZRA,,,,LIB EL HOUDA AMIRA TOUAZRA,,AMIRA TOUAZRA
41120888,LIB SIDI ABDELKADER REDAIEF,,,,LIB SIDI ABDELKADER REDAIEF,,CITY ABDELKADER REDA
41120889,LIB JAWAHER-FOIRE MONASTIR-04,,,,LIB JAWAHER-FOIRE MONASTIR-04,,CITE ESSALEM
41120890,LIB JENINE AGBA MONASTIR,97.890 964,,,LIB JENINE AGBA MONASTIR,,5000 MONASTIR IMMEUBLE KURIA
41120891,LIB EL WOUROUD-KSAR HELLAL,,,,LIB EL WOUROUD-KSAR HELLAL,,AV.HEDI CHAKEUR -K.H
41120892,LIB EL KODES MOKNINE,,,,LIB EL KODES MOKNINE,,RUE EL AKTAL MOKNINE
41120893,LIB EL BARAKA BEMBLA,97 367 376,,MOHAMED BEN OTHMEN,LIB EL BARAKA BEMBLA,,AVENUE HABIB BOURGUIBA BEMBLA
41120894,LIB GAITHE EL FRINAA MONASTIR,,,,LIB GAITHE EL FRINAA MONASTIR,,EL FRINAA MONASTIR
41120895,LIB EL AMEL ZRAFI,,,,LIB EL AMEL ZRAFI,,CITE ESSALEM MONASTI
41120896,LIB ENNEJM M FERES,,,,LIB ENNEJM M FERES,,MENZEL FERES
41120897,LIB IKRA SIDI ABDELHAMID,97.544 365,,MR ABDALLAH SAID,LIB IKRA SIDI ABDELHAMID,,SOUSSE
41120898,LIB ECHRAF BEKALTA,,,,LIB ECHRAF BEKALTA,,BEKALTA
41120899,LIB EL KODES ZARMDINE,,,,LIB EL KODES ZARMDINE,,ZARMDINE
41120900,LIB FEKRI ZARMDINE,,,,LIB FEKRI ZARMDINE,,ZARMDINE
41120901,LIB AMENI MONASTIR,22 350 480,,MEISSOUN EL WAER,LIB AMENI MONASTIR,,CITE EL BASSATINE ENFACE DE FOYER MONASTIR
41120902,LIB SIHEM AYACH GAFSA,96 002 084,,SIHEM AYACHI ET MR ROCHDI,LIB SIHEM AYACH GAFSA,,GAFSA
41120903,LIB MA LIBRAIRE MONASTIR,98 579 779,98 565 112,SAMIHA LAAMIRI 98 565 112,LIB MA LIBRAIRE MONASTIR,,CITE ESSADA MONASTIR
41120904,LIB ALDIWIAN GENEVE SUIS,,,,LIB ALDIWIAN GENEVE SUIS,,GENEVE
41120905,LIB ETTAOUFIK HAFFOUZ,,,,LIB ETTAOUFIK HAFFOUZ,,HAFFOUZ
41120906,LIB EL FAOUZ EL ALAA,77.256.120,,MR TAHER,LIB EL FAOUZ EL ALAA,,KAIROUAN
41120907,LIB ENNAJEH MAKTHER,78 825 162,93 620 160,MR LAZHAR ZAIDI,LIB ENNAJEH MAKTHER,,AV HACHED MAKTHER
41120908,LIB EL BILALI ERROUHIA,,,,LIB EL BILALI ERROUHIA,,ERROUHIA
41120910,LIB ABOU ELKACEM CHABI TEJEROUIN,,,,LIB ABOU ELKACEM CHABI TEJEROUIN,,TEJEROUIN
41120911,LIB EL MAAREF SIDI BOUZID,95 122 112,,MR MONCEF,LIB EL MAAREF SIDI BOUZID,,APPARTEMENT BEDCH EL
41120912,LIB EL HOUDA SIDI BOUZID,97 547 322,,MR RIDHA,LIB EL HOUDA SIDI BOUZID,,AV HABIB BOURGUIBA SIDI BOUZID
41120913,LIB EL MANSOURA SENED,,,,LIB EL MANSOURA SENED,,SENED
41120914,LIB EL ONS SENED,97 97 36 37,76 290 864,MR NASRI BECHIR,LIB EL ONS SENED,,RUE 14 JANVIER SENED
41120915,LIB SLIMI SOUK EL AHED,,,,LIB SLIMI SOUK EL AHED,,EL AHED
41120916,LIB BOUAZIZ SAMIR,,,,LIB BOUAZIZ SAMIR,,
41120917,LIB ENNASR GAFSA,,,,LIB ENNASR GAFSA,,GAFSA
41120918,LIB EL JENOUB GAFSA,97.816741,,,LIB EL JENOUB GAFSA,,GAFSA
41120919,LIB GARNATA EL GUETAR,,,,LIB GARNATA EL GUETAR,,
41120920,LIB EL EMTIEZ TAMAGHZA,97 346 119,,ABDELKADER,LIB EL EMTIEZ TAMAGHZA,,TAMAGHZA
41120921,LIB LAZHAR ERDIEF,,,,LIB LAZHAR ERDIEF,,ERDIEF
41120922,LIB ETTAOUFIK BEN ABBES,,,,LIB ETTAOUFIK BEN ABBES,,
41120923,LIB EL AHRAM SOUK EL AHED,,,,LIB EL AHRAM SOUK EL AHED,,SOUK EL AHED
41120924,LIB EDDOURA MAKTHER,,,,LIB EDDOURA MAKTHER,,MAKTHER
41120925,LIB FREJ AMMAR SAHLINE,,,,LIB FREJ AMMAR SAHLINE,,SAHLINE
41120926,LIB ESSADA EL FAHS,,,,LIB ESSADA EL FAHS,,EL FAHS
41120927,LIB EL FATH HAMMA,,,,LIB EL FATH HAMMA,,HAMMA
41120928,LIB EL MAGHREB EL ARABI GABES,,,,LIB EL MAGHREB EL ARABI GABES,,GABES
41120929,LIB EL JAZIRA SOUK EL AHAD,,,,LIB EL JAZIRA SOUK EL AHAD,,SOUK  EL AHAD
41120930,SERVICE INFOR SOUK EL AHAD,,,,SERVICE INFOR SOUK EL AHAD,,SOUK EL AHAD
41120931,LIB EL KODES SOUK EL AHAD,,,,LIB EL KODES SOUK EL AHAD,,SOUK EL AHAD
41120932,LIB SIRINE SOMAA,,,,LIB SIRINE SOMAA,,
41120933,LIB AMEN BOUHLAL,,,,LIB AMEN BOUHLAL,,BOUHLAL
41120934,LIB IQRA NAFTA,,,,LIB IQRA NAFTA,,NAFTA
41120935,LIB EL KHADER HASSINE NEFTA,97761287,,MR ADEL,LIB EL KHADER HASSINE NEFTA,,NEFTA
41120936,LIB ESSALAM HAMET JERID,,,,LIB ESSALAM HAMET JERID,,HAMET JERID
41120937,LIB EL MAAREF GABES,,,,LIB EL MAAREF GABES,,GABES
41120938,LIB AMIN EL JEM,,21.412896,,LIB AMIN EL JEM,,RUE MOHAMED MOKTAR
41120939,LIB EL MENBAT DOUZ,,,,LIB EL MENBAT DOUZ,,DOUZ
41120940,LIB BEN MAHMOUD SOUK EL AHAD,,,,LIB BEN MAHMOUD SOUK EL AHAD,,SOUK EL AHAD
41120941,LIB EL ALAA CHEBBA,,,,LIB EL ALAA CHEBBA,,CHEBBA
41120942,LIB EL FAOUZ MORDINE,,,,LIB EL FAOUZ MORDINE,,MORDINE
41120943,LIB EL MANAR YOUSSEF JEMMEL,73.482 851,,,LIB EL MANAR YOUSSEF JEMMEL,,AVENUE EL BIAA JEMME
41120944,LIB SAAD SAHBI TEBOULBA,,,,LIB SAAD SAHBI TEBOULBA,,TEBOULBA
41120945,LIB EL ASSRIA HAMMAMET,,,,LIB EL ASSRIA HAMMAMET,,HAMMAMET
41120946,LIB EL ANWAR KSOUR ESSEF,,,,LIB EL ANWAR KSOUR ESSEF,,PALESTINE KSOUR ESSEF
41120947,MONA SERVICE,,,,MONA SERVICE,,KHENIS
41120948,LIB EL EMTIEZ TEBOULBA,73 493 654,94746575,SAIDA CHBIL MR BECHIR CHBAANE 94 746575,LIB EL EMTIEZ TEBOULBA,,CHATT BEN ARIENA TEBOULBA
41120949,LIB BECHIR KSOUR ESSEF,,,,LIB BECHIR KSOUR ESSEF,,KSOUR ESSEF
41120950,LIB EL EMTIEZ EL JEM,,,,LIB EL EMTIEZ EL JEM,,EL JEM
41120951,LIB EL MANAR KAIROUAN,,,,LIB EL MANAR KAIROUAN,,KAIROUAN
41120952,LIB EL AMEL HAMMET GABES,,,,LIB EL AMEL HAMMET GABES,,HAMMET GABES
41120953,LIB ERRAJA HAMMA,,,,LIB ERRAJA HAMMA,,HAMMA
41120954,LIB EL ANOUAR HAMMA,,,,LIB EL ANOUAR HAMMA,,HAMMA
41120955,LIB ETTAKADOM HAMMA,,,,LIB ETTAKADOM HAMMA,,HAMAA
41120956,WAHIDA BIBLIOTHEQUE MONASTIR,,,,WAHIDA BIBLIOTHEQUE MONASTIR,,MONASTIR
41120957,***LIB EL MAHDI MONASTIR,22 351 424,,,***LIB EL MAHDI MONASTIR,,MONASTIR
41120958,LIB EL AHBEB ERDEIF,76.250914,76 250 880,98.282787,LIB EL AHBEB ERDEIF,MUSTAPHA AFFAS,AVENUE H BOURGUIBA 2
41120959,INFO THOURAYA KSOUR ESSEF,96 541 066,,THOURAYA,INFO THOURAYA KSOUR ESSEF,,KSOUR ESSEF
41120960,LIB EL MAAREFA GAFSA,97.724403,97 530 022,MR AHMED MAGZAOUI,LIB EL MAAREFA GAFSA,,CITE EBNNOUR GAFSA
41120961,LIB EL ELM GAFSA,76 201 540,97 242 126,MR HAFED/23 078 927,LIB EL ELM GAFSA,,GAFSA
41120962,LIB HANNIBAL GAFSA,,,,LIB HANNIBAL GAFSA,,GAFSA
41120963,LIB ENNAJEH SAHLINE,,,,LIB ENNAJEH SAHLINE,,SAHLINE
41120964,LIB ACHRAF CITE ERRIADH,,,,LIB ACHRAF CITE ERRIADH,,CITE ERRIADH
41120965,LIB EL FERDAOUS HAMMA,,,,LIB EL FERDAOUS HAMMA,,EL HAMMA
41120966,LIB EL MAAREFA HAMMA,,,,LIB EL MAAREFA HAMMA,,EL HAMMA
41120970,LIB EBN CHAREF THALA,,,,LIB EBN CHAREF THALA,,DOUZ
41120971,LIB EL EMTIEZ REGICH,,,,LIB EL EMTIEZ REGICH,,REJICH
41120972,LIB ECHOUARA KASSERINE,,,,LIB ECHOUARA KASSERINE,,KASSERINE
41120973,LIB ENNOUR BOUHAJLA,,,,LIB ENNOUR BOUHAJLA,,BOUHAJLA
41120974,LIB ENNOUR NASRALLAH,,,,LIB ENNOUR NASRALLAH,,NASRALLAH
41120975,LIB ENNASR BOUHAJLA,,,,LIB ENNASR BOUHAJLA,,SIDI AMOR BOU HAJLA
41120976,LIB ERRADOUANE EL HAMMA,,,,LIB ERRADOUANE EL HAMMA,,EL HAMA
41120977,LIB ENNAKHIL HAMMET JERID TOZEUR,98 313 971,,MOHAMED RADOUANI,LIB ENNAKHIL HAMMET JERID TOZEUR,,RUE DE L'ECOLE HAMMA VILLAGE 2214 TOZEUR
41120979,LIB ETTAOUFIK GAFSA,21 040 419,21.181049,MEFTAH EL ALIANI,LIB ETTAOUFIK GAFSA,,GAFSA
41120980,LIB EL EMTIEZ WARDANINE,,,,LIB EL EMTIEZ WARDANINE,,WARDANINE
41120981,LIB RAYHANE EL BACHA TEBOULBA,73 493 106,20 93 90 44,SAHBI SAAD,LIB RAYHANE EL BACHA TEBOULBA,,RUE IBN EL JAZZAR TEBOULBA
41120982,TAXIPHONE COMPLEX BORJ KHEFACHA,,,,TAXIPHONE COMPLEX BORJ KHEFACHA,,BORJ KHEFACHA
41120983,*****LIB JAOUADI OUESLATIA,98284086,,MR JAOUADI ABDELHAMID,*****LIB JAOUADI OUESLATIA,,OUESSLATIA
41120984,LIB EL ESLAM KASSERINE,,,,LIB EL ESLAM KASSERINE,,KASSERINE
41120985,LIB EBN KOULDOUNE SEBITLA,,,,LIB EBN KOULDOUNE SEBITLA,,SBITLA
41120986,LIB RADOUANE DAHMENI,,,,LIB RADOUANE DAHMENI,,DEHMENI
41120987,LIB EL AMEL DAHMENI,,,,LIB EL AMEL DAHMENI,,DAHMENI
41120988,LIB EL MAKTABA SAKIET SIDI YOUSSEF,97.783875,,RACHID ETTOUALBI,LIB EL MAKTABA SAKIET SIDI YOUSSEF,,SAKIET SIDI YOUSSEF
41120989,LIB WAFA TAJEROUINE,,,,LIB WAFA TAJEROUINE,,TEJROUINE
41120990,LIB ETTAYSIR ENFIDA,,,,LIB ETTAYSIR ENFIDA,,ENFIDHA
41120991,LIB ARIJ GAAFOUR,,,,LIB ARIJ GAAFOUR,,GAAFOUR
41120992,LIB LA LIBERTE MOKNINE,,,,LIB LA LIBERTE MOKNINE,,MOKNINE
41120993,LIB ETTAOUFIK REDAIF,,,,LIB ETTAOUFIK REDAIF,,REDAIF
41120994,LIB LOKMEN GAFSA,,,,LIB LOKMEN GAFSA,,GAFSA
41120995,LIB EL MOSTAKBEL GAFSA,,,,LIB EL MOSTAKBEL GAFSA,,GAFSA
41120996,LIB EL AHD EL JEDID REDAIF,,,,LIB EL AHD EL JEDID REDAIF,,REDAIF
41120997,LIB EL ERTIKA KESAR JEDID,95 943 843,,MR NACEUR ATOOUI,LIB EL ERTIKA KESAR JEDID,,AV HABIB BOURGUIBA KSAR JEDID 4151 MEDNINE
41120998,LIB EL AMEL SIDI NASSER,98 976 136,,HABIB BEN BRAHIM,LIB EL AMEL SIDI NASSER,,SIDI NASSER
41120999,LIB EL HAMD CITE ESSALEM,97 317 918,,,LIB EL HAMD CITE ESSALEM,,CITE ESSALEM
41121000,LIB COMPTOIR BENNOUR BEJA,98247927,78.443701,KAMEL BANNOUR 23 247927,LIB COMPTOIR BENNOUR BEJA,BENNOURKAMEL@YAHOO.FR,CENTRE COMMERCIAL BEN AICH BEJA
41121001,LIB EL WAFA -WARDANINE,96 063 896,22 323 307,WAFA KRICHENE,LIB EL WAFA -WARDANINE,,AV.BEN YOUNES 5010 WARDANINE
41121002,LIB EL HEKMA EL AGBA,23 100 712,73 532 111,,LIB EL HEKMA EL AGBA,,RTE KHNIS EL AGBA
41121003,LIB ERRABIA WARDANINE,97 892 157,94114236,MME GRISSA WAHIBA,LIB ERRABIA WARDANINE,,CITE COMMERCIAL PLACE MARTYRES OUARDANINE
41121004,LIB EL EMTIEZ MOKNINE,97258198,73436172,NEJET MOUSSA,LIB EL EMTIEZ MOKNINE,,MOKNINE
41121005,LIB EL WAFA ZAOUIET KONTECH,21268616,,,LIB EL WAFA ZAOUIET KONTECH,,ZAOUIET KONTECH
41121006,LIB PUBLITOP MONASTIR,73 465 216,,,LIB PUBLITOP MONASTIR,,BEB EL KRAM N 38
41121007,LIB TAREK MONASTIR,93 733 028,,MR GUEDOIRI TAOUFIK,LIB TAREK MONASTIR,,MONASTIR
41121008,LIB BEN TICHA JEMMAL*ABDEL MAJID*,97.086916,,,LIB BEN TICHA JEMMAL*ABDEL MAJID*,,JEMMAL
41121010,LIB EL AFAAK NEFZA,97 529 111,98 572 900,MOKHTAR OMRI ET NABIL JEMMALI,LIB EL AFAAK NEFZA,,RUE DE LA REPUBLIC NEFZA
41121011,LIB EL EMTIEZ MENZEL BOUZAIEN,96.001938,41 326 181,HAMDI MOHAMED BEN EL AKREMI,LIB EL EMTIEZ MENZEL BOUZAIEN,20 25 35 58,RUE 7 NOVEMBRE 9114 MENZEL BOUZAIENE
41121012,LIB EBN SINA MENZEL ENNOUR,23 05 02 08,22 918 016,MED LAZREG,LIB EBN SINA MENZEL ENNOUR,,MENZEL ENNOUR
41121013,LIB EL MAAREF EL GOLAA,,,,LIB EL MAAREF EL GOLAA,,EL GOLAA
41121014,LIB SEIF HAFFOUZ,,,,LIB SEIF HAFFOUZ,,HAFOUZ
41121015,LIB ENNOUR KSOUR ESSEF,,,,LIB ENNOUR KSOUR ESSEF,,KSOUR ESSEF
41121016,LIB EBN KHALDOUN GABES,96 803 747,75 393 919,CHEDLY AKROUT 23 011993/KABEB FILS 21685655/22210167,LIB EBN KHALDOUN GABES,,AVENUE DE LAREPUBLIC N°174 GABES
41121017,LIB ABOU EL KACEM CHEBI FERYANA,94332158,77440894,MR HICHEM MAGHRAOUI,LIB ABOU EL KACEM CHEBI FERYANA,96908134/94461309,CENTRE VILLE FERYANA
41121018,LIB BADIS FOUSANA,21 256 651,,MR RAHMOUNI HABIB,LIB BADIS FOUSANA,,FOUSANA
41121019,LIB EL ANDALOUS THALA,,,,LIB EL ANDALOUS THALA,,THALA
41121020,LIB EL KODS SIDI SHIL,92738495,96.619245,ABDERRAHMEN THEMRI,LIB EL KODS SIDI SHIL,,SIDI SAHIL
41121021,LIB EL AMEL EL KALAA EL KESBA,98598523,78243634,MR ABDESSATTAR KHALFAOUI 22774179,LIB EL AMEL EL KALAA EL KESBA,,EL KALAA EL KESBA
41121022,LIB HAYET CHIKAOUI KALAA EL KESBA,,,,LIB HAYET CHIKAOUI KALAA EL KESBA,,KALLAA EL KESBA
41121023,LIB EBN KHALDOUN  K SINEN,98 824 346,,MOHAMED GHAZI,LIB EBN KHALDOUN  K SINEN,,RUE EL WEHDA K SINEN
41121024,LIB EL MANAI GAAFOUR,,,,LIB EL MANAI GAAFOUR,,GAAFOUR
41121025,LIB EL MANARA HAMMEM  EL ZARIBA,96.846708,,AHMED EL ARBI,LIB EL MANARA HAMMEM  EL ZARIBA,,HAMMEM ZRIBA
41121026,TAXIPHONE MARZOUK MONASTIR,98 351 900,,,TAXIPHONE MARZOUK MONASTIR,,CITE EL BASSATINE
41121027,****LIB ENNOUR K MEDYOUNI,,,,****LIB ENNOUR K MEDYOUNI,,KSIBET EL MEDIOUNI
41121029,***LIB EL IMTIEZ ZAOUIET KONTECH,,,,***LIB EL IMTIEZ ZAOUIET KONTECH,,ZAOUIET KOUNTECH
41121030,LIB EL CHOUROUK JEMMAL,,,,LIB EL CHOUROUK JEMMAL,,JEMMAL
41121031,*******LIB EBN SINA MENZEL EL NOUR,,,,*******LIB EBN SINA MENZEL EL NOUR,,MENZEL ENNOUR
41121032,TAXIPHONE BESMA MONASTIR,94115798,94404495,BESMA,TAXIPHONE BESMA MONASTIR,,CITE STAH JABER MONASTIR
41121033,TECHNO.INF.BUREAUTIQUE MONASTIR,73 500 438,,,TECHNO.INF.BUREAUTIQUE MONASTIR,,MONASTIR
41121034,LIB ENNAJEH ERRDEIF,97 090 605,,,LIB ENNAJEH ERRDEIF,,ERRDEIF
41121036,LIB LE PROGRES JEMMAL,22 722 085,,,LIB LE PROGRES JEMMAL,,JAMMAL
41121037,TAXIPHONE AMEL MONASTIR,,,,TAXIPHONE AMEL MONASTIR,,MONASTIR STAH JABER
41121038,***LIB EL MEKTABE ESSAKIA,,,,***LIB EL MEKTABE ESSAKIA,,ESSAKIA
41121039,LIB ESSEBTI CHAKRABI SAKIET SIDI YOUSSEF,,,,LIB ESSEBTI CHAKRABI SAKIET SIDI YOUSSEF,,SAKIET SIDI YOUSSEF
41121040,LIB 2 MARS KSAR HELEL,22 944 126,21 807 550,MR ANIS EL BEHI,LIB 2 MARS KSAR HELEL,,RUE 2 MARS KSAR HELEL
41121041,LIB EBN KOULDOUN OMLARAYES,,,MOHAMED JAMEL,LIB EBN KOULDOUN OMLARAYES,,OMLARAYES
41121042,LIB LA LIBERTE HAMET EL JERID,,,,LIB LA LIBERTE HAMET EL JERID,,HAMET EL JERID
41121043,LIB EL OUHOD NEFFATIA,22 841 090,96 046 088,NEJI FERJANI,LIB EL OUHOD NEFFATIA,,NEFFATIA
41121044,LIB AMMAR EDDAHBI HAFFOUZ,,,,LIB AMMAR EDDAHBI HAFFOUZ,,HAFFOUZ
41121045,LIB ENNAJEH SAKIET SIDI YOUSSEF,78 258 384,78 259 519,ALI ZIDENE*20 606 674,LIB ENNAJEH SAKIET SIDI YOUSSEF,,SOUK DE MUNICIPALITE SAKIET SIDI YOUSSEF
41121046,PHOTOCOPIE LAMIS MONASTIR,97 892 403,,EL KOURAICHI SALAH,PHOTOCOPIE LAMIS MONASTIR,,MONASTIR R6 N230
41121047,TAXIPHONE SARAJ JEMMEL,,,,TAXIPHONE SARAJ JEMMEL,,JEMMAL
41121048,LIB WAJDI MOKNINE,,,,LIB WAJDI MOKNINE,,MOKNINE
41121049,LIB AMBULANTE BARKATI BEJA,96 449 772,,KAMEL BEN SADOK BARKATI,LIB AMBULANTE BARKATI BEJA,,DJEBEL EDDIS NEFZA
41121050,LIB EL HAMD JEMMAL,,,,LIB EL HAMD JEMMAL,,JEMMEL
41121051,LIB EL EMTIAZ KASSERINE,98 284 558,,MME MANSOURI MOUNIRA/MR IMED,LIB EL EMTIAZ KASSERINE,,CITE EL KHADRA KASSERINE
41121052,LIB EL HOUDA THALA,98 617 260,,RIDHA EL KLIFI,LIB EL HOUDA THALA,,AV 18 JANVIER 1212 THALA
41121053,BUREAU ETUDE ET ANALYSE JABNOUNE ALI,98407352,25908678,ALI JABNOUNE,BUREAU ETUDE ET ANALYSE JABNOUNE ALI,,CITE EL OMRAN
41121054,LIB EL FAOUZ JEMMAL,,,,LIB EL FAOUZ JEMMAL,,JEMMAL
41121055,LIB RAMI SOUSSE,73 226 603,,MR MUSTAPHA CHAOUACHI,LIB RAMI SOUSSE,,CITE MONCEF BEY 4000 SOUSSE
41121056,LIB EL OTRIA JEMMAL,,,,LIB EL OTRIA JEMMAL,,RUE RTE CEINTURE JEMMAL
41121057,GALLERIE JARRAY MONASTIR,,,,GALLERIE JARRAY MONASTIR,,CITE R6 /013 MONASTIR
41121058,LIB HABIB BAOUAR TEBOULBA,,,,LIB HABIB BAOUAR TEBOULBA,,RTE MAHDIA TEBOULBA
41121250,LIB EL HAMD SAHLINE,73.525.902,,,LIB EL HAMD SAHLINE,,HABIB BOURGUIBA SAHLINE
41121251,LIB EL AMEL JEMMAL CHELBIA ETTAIEB,,,MR MOHAMED PERTAJI,LIB EL AMEL JEMMAL CHELBIA ETTAIEB,,22 AVENUE DE REPUBLIC JEMMAL
41121252,LIB ENNAKHIL DOUZ-HOUCINE ZARROUK-,99.262935,98203691,MR HOUCINE ZARROUK .472615/75472615,LIB ENNAKHIL DOUZ-HOUCINE ZARROUK-,,AVENUE LA LIBERTE 4260 DOUZ 75.472615
41121253,LIB WASSIM SFAX,74 282575-,94.735907,HAMMADI NIFER,LIB WASSIM SFAX,98 831 912,SFAX
41121254,LIB RAYENE KAIROUAN,98.554692,77300254,MR DIFLAOUI SAHBI,LIB RAYENE KAIROUAN,,KAIROUAN
41121255,LIB ESSAADA ZARROUG GAFSA,98.661571,,CHOKRI MOHAMED AMMAR,LIB ESSAADA ZARROUG GAFSA,,ZARROUK GAFSA
41121256,ESPACE EL EMTIEZ NEFZA,98 572 900,99022840,MR NABIL ZEMAL,ESPACE EL EMTIEZ NEFZA,,AV. LA REPUBLIQUE NEFZA
41121257,LIB TAHER CHOKRI ZARROUK,76220050,94089505,MR TAHER CHOKRI,LIB TAHER CHOKRI ZARROUK,,EN FACE FOYER UNIVERSITAIRE ZARROUK GAFSA
41121258,LIB BOUZAIEN SIDI AICH,93557777,22.181049,MR NEJIB,LIB BOUZAIEN SIDI AICH,76.280207,SIDI AICH GAFSA
41121259,LIB ENNOUR HAOUEL EL OUED GAFSA,76.284297,23.870316,MR EZZEDDINE,LIB ENNOUR HAOUEL EL OUED GAFSA,,HOUEL EL OUED BELKHIR GAFSA
41121260,LIB ERRABIA KSAR HELEL,22 475 235,,MADAME HAFSA DALILA/ TAOUFIK HAFSA,LIB ERRABIA KSAR HELEL,,02 MARS 1934 KSAR HELEL
41121261,LIB ABOU SOFIENE TOZEUR,97 866 172,,MADAME SAN HA WAIT/ABDELMOTTALEB CHARFI 03179890,LIB ABOU SOFIENE TOZEUR,,EN FACE CNRPS MAGASIN 7ET8
41121262,LIB EL FEKER BOUHAJLA,98 949 425,99.715959,MR LASSAD HARRATHI,LIB EL FEKER BOUHAJLA,,BOUHAJLA
41121263,LIB LA LIBERTE BOUFICHA,97 644 138,,MOULDI EL MEHEDBI,LIB LA LIBERTE BOUFICHA,,IMM.DEFENSE BOUFICHA
41121264,TAXIPHONE MAKHLOUF,,,,TAXIPHONE MAKHLOUF,,MONASTIR
41121265,LIB SAIDENE KSAR HELEL,23 869 338,,,LIB SAIDENE KSAR HELEL,,KSAR HELEL
41121266,LIB ONS DAHMOUNI KSAR HELEL,22 922 577,,,LIB ONS DAHMOUNI KSAR HELEL,,KSA RHELEL
41121267,LIB EL MANAR ZERAMDINE,22 052 503,73 577 242,MONGI HENIA,LIB EL MANAR ZERAMDINE,94 654 157MANEL,AV.ABOUBAKER ERAAZI ZERAMDINE
41121268,LIB EL HEKMA TOZEUR,97253594,96667436,MME HEKMA,LIB EL HEKMA TOZEUR,,AV .NEFLEYETE RAS DHRAI TOZEUR
41121269,LIB EL ERTIKAA AMIRET HOJEJ,,,,LIB EL ERTIKAA AMIRET HOJEJ,,AMIRET HOJEJ
41121270,LIB AMMAR OMLARAYES,97 865 029,76 260 032,YESMINE BENT AMMAR LAAMERI,LIB AMMAR OMLARAYES,,CITE EL ASRI OMLARAYES
41121271,LIB AHOUL EL OUD GAFSA,,,CHAOUKI,LIB AHOUL EL OUD GAFSA,,GAFSA
41121272,LIB RIHEM TEBOULBA,21.495051,,,LIB RIHEM TEBOULBA,,TEBOULBA
41121273,LIB MOOTAZ CHIHA KHNISS,20646106,,,LIB MOOTAZ CHIHA KHNISS,,RUE TAHER BEN ACHOUR 5011 CHIHA KHNISS
41121274,LIB EL MAJD GAFSA,,,,LIB EL MAJD GAFSA,,GAFSA
